38	80	76	59	35	93	73	22	42	77
80	35	96	16	67	4	50	97	4	70
100	21	48	68	68	12	99	83	5	26
37	88	52	93	18	13	72	71	93	24
99	78	42	43	85	59	100	79	14	44
61	93	45	72	40	2	56	31	38	74
3	34	17	89	76	26	85	88	98	24
34	39	75	40	62	36	95	16	36	14
68	95	6	47	3	47	100	82	42	62
12	3	94	69	81	42	94	28	76	40
58	21	77	89	93	70	82	95	39	51
91	45	32	63	31	44	34	52	77	65
87	35	49	64	36	71	52	40	23	23
75	31	40	92	91	15	53	45	32	77
43	56	47	3	45	95	24	82	81	6
69	61	49	15	1	19	42	57	34	28
62	69	26	64	82	92	74	60	24	50
11	71	99	50	60	71	100	20	72	92
50	61	36	40	35	75	43	39	52	56
37	76	69	69	3	42	40	45	45	95
26	65	23	77	77	6	65	95	29	66
77	31	36	90	78	21	73	71	2	25
11	63	78	85	2	15	73	18	76	3
4	1	82	18	61	79	83	63	4	49
20	45	61	54	85	35	83	73	94	75
49	24	57	61	55	46	2	76	9	18
31	56	98	10	80	4	65	55	94	95
85	69	44	88	77	89	76	47	54	1
2	25	25	7	10	25	90	35	63	7
72	42	97	72	63	57	13	4	22	73
88	19	93	99	42	98	7	29	34	95
7	18	35	14	91	74	66	54	55	53
62	82	99	40	61	28	84	28	85	37
39	47	59	16	46	90	43	33	61	83
11	39	83	36	40	29	79	12	40	84
87	58	73	7	94	85	47	62	58	35
89	19	82	31	42	66	27	28	41	73
36	11	42	67	84	46	34	25	33	59
99	100	35	93	44	33	89	44	23	10
94	20	21	14	8	74	45	77	43	51
72	84	83	94	21	74	59	37	67	92
67	66	26	74	3	95	38	39	70	74
24	81	90	19	36	73	5	31	37	24
2	36	32	80	62	42	33	71	87	34
73	71	1	24	63	58	48	41	36	47
17	14	71	10	11	57	91	14	75	24
41	58	8	5	9	26	57	48	97	56
54	88	14	20	71	25	9	100	20	40
23	56	46	67	66	27	1	17	44	79
11	90	49	3	54	14	98	99	83	63
10	18	29	13	4	84	28	50	92	37
69	33	21	37	12	65	12	38	59	54
70	11	80	75	10	86	32	13	3	62
11	49	31	90	40	97	54	38	5	5
61	25	74	96	41	42	69	52	40	96
30	81	52	33	87	69	91	69	23	9
8	5	24	37	48	58	12	26	51	12
74	35	84	73	97	83	80	14	48	78
53	55	63	94	21	96	5	27	53	21
56	33	37	99	82	91	58	58	51	11
7	73	2	71	67	47	70	22	88	88
7	71	16	74	8	14	22	70	9	96
12	5	33	13	93	15	93	11	2	55
100	84	65	19	1	94	14	19	1	90
11	35	25	68	24	27	76	41	70	7
17	77	15	100	39	5	88	49	87	62
44	47	89	4	20	75	13	37	53	65
83	94	30	35	25	90	39	65	9	41
71	98	9	34	42	18	10	5	10	1
39	87	65	20	43	64	54	33	59	77
1	79	58	61	12	81	27	57	25	31
50	73	20	77	61	49	53	1	15	33
57	34	2	63	12	86	91	37	100	35
77	22	17	23	73	40	30	97	32	45
69	48	89	51	43	63	5	92	26	70
17	24	43	50	98	25	48	7	1	17
35	42	5	57	40	33	80	97	15	60
26	2	83	91	11	89	53	39	15	52
36	31	54	69	46	13	20	16	61	65
6	45	75	63	88	33	55	18	33	13
39	82	18	15	20	80	53	90	8	65
46	66	61	25	25	62	32	17	50	67
94	5	17	14	35	46	36	36	29	24
57	80	55	93	15	1	3	3	12	93
22	77	75	55	48	30	14	45	96	64
39	14	95	35	49	59	69	38	11	22
88	10	41	28	48	96	96	49	93	47
73	90	15	33	18	57	66	82	24	75
51	81	98	32	38	39	24	54	51	50
29	56	86	24	63	2	20	52	25	77
32	24	77	26	95	78	23	4	32	66
87	73	21	94	2	16	37	96	37	99
63	67	76	85	26	50	92	61	54	66
61	4	60	81	59	80	13	43	19	74
79	5	40	38	4	92	42	86	78	55
39	95	44	13	82	82	34	54	53	18
32	99	3	62	82	79	56	94	16	2
9	91	6	80	7	30	28	26	8	60
76	45	77	3	99	7	5	43	58	10
26	33	91	75	29	39	33	8	65	86
3	55	89	82	75	9	26	31	31	73
29	61	81	59	87	85	36	23	61	4
13	94	8	34	37	39	94	66	66	8
12	72	13	1	44	86	34	53	14	93
5	50	73	78	10	2	72	85	89	15
19	97	65	65	74	71	36	32	80	47
78	80	10	28	55	92	60	53	43	63
7	29	12	10	14	61	11	93	40	82
54	94	29	72	7	93	4	47	73	45
17	90	70	74	88	34	28	59	16	54
59	91	78	92	2	84	10	87	25	2
1	49	13	31	89	47	76	11	40	62
26	69	46	17	92	20	1	62	11	33
91	82	82	36	86	96	98	1	36	93
83	73	71	49	64	38	91	54	26	36
76	67	80	50	85	64	9	61	2	31
71	4	21	28	68	18	26	64	23	34
35	36	55	72	95	40	28	11	6	59
52	85	49	82	90	73	19	14	10	10
51	86	68	95	14	12	97	66	9	9
85	87	84	48	27	74	43	85	75	38
25	32	95	4	92	94	74	2	25	57
32	10	71	14	40	6	68	6	27	41
67	9	93	47	98	78	57	52	75	12
50	93	86	87	23	60	77	42	69	21
56	32	22	68	55	74	72	99	40	45
49	23	83	45	80	94	46	78	7	41
35	88	97	44	68	86	87	2	55	15
90	2	98	35	25	28	65	97	88	31
79	66	37	55	46	64	62	84	5	89
12	7	35	33	16	48	67	73	4	82
30	78	50	55	16	97	25	31	10	62
5	75	16	97	93	17	98	91	70	75
80	5	60	9	22	81	91	83	5	94
32	56	67	33	75	22	14	28	60	21
66	61	96	55	17	82	53	91	73	36
56	25	87	11	17	52	33	1	84	36
90	26	71	76	54	52	70	43	93	74
89	26	96	43	5	4	42	10	71	46
47	28	96	29	58	44	78	75	34	45
58	4	53	78	83	55	73	75	4	12
88	40	27	30	76	12	9	25	17	72
75	74	61	65	47	5	30	100	73	11
25	34	19	72	28	54	54	75	91	36
96	68	63	57	23	6	30	29	38	68
67	60	35	50	84	41	43	89	22	93
86	67	20	21	19	6	54	72	15	69
18	40	63	73	15	98	61	82	5	38
38	56	46	15	45	81	46	98	85	70
20	4	67	36	89	17	54	41	34	71
46	8	32	20	22	40	26	13	43	26
16	59	38	57	18	8	75	35	11	52
56	54	54	50	55	8	58	70	56	33
28	20	7	83	38	2	18	38	5	40
23	35	66	35	52	98	62	4	36	100
13	80	29	19	22	98	79	54	92	82
81	93	79	81	68	28	64	78	94	90
47	51	30	64	39	53	92	36	88	61
67	34	10	94	36	58	56	77	21	28
1	36	28	44	66	22	71	53	94	57
96	26	11	65	49	15	43	85	26	84
75	37	32	45	68	92	95	44	96	87
20	13	46	61	72	64	44	98	62	96
60	73	11	95	87	39	54	4	60	5
93	92	31	5	15	13	52	94	75	48
29	51	71	97	45	70	2	49	89	38
62	15	55	75	21	50	67	30	35	81
67	23	23	40	79	80	84	78	21	66
55	14	50	5	87	22	58	84	71	66
99	73	48	13	68	42	66	55	62	76
12	80	61	82	35	79	11	20	15	85
15	85	32	45	79	17	11	45	6	64
25	99	98	57	88	8	14	64	12	29
1	56	32	8	55	80	25	39	76	100
31	93	62	52	91	51	23	100	48	99
69	20	12	45	59	37	20	100	95	100
2	90	6	69	26	23	84	11	82	34
42	49	55	90	16	73	32	75	36	36
24	25	80	92	43	99	72	3	98	94
98	68	30	65	47	39	70	79	43	68
18	73	63	100	79	5	39	41	33	4
12	15	96	1	66	79	33	59	13	29
34	99	76	54	36	57	78	26	67	32
62	61	6	22	1	77	17	17	35	35
75	52	26	11	51	95	52	45	29	70
87	54	53	93	32	66	3	37	59	40
85	43	2	40	80	74	62	39	84	62
66	16	82	36	51	35	90	54	40	53
48	18	21	65	50	28	95	99	67	35
20	98	11	100	77	84	58	96	49	48
78	46	21	75	15	7	22	46	35	77
55	26	57	60	95	63	84	58	91	20
24	19	19	28	46	18	86	28	87	38
70	35	62	53	56	95	24	18	100	62
6	50	75	71	99	64	79	88	47	50
9	2	84	35	85	78	38	12	50	24
70	27	39	52	2	74	84	99	48	17
28	6	41	2	81	26	45	63	5	72
50	34	46	54	27	75	94	73	10	78
61	30	13	72	98	97	87	16	49	46
59	30	76	49	44	97	27	63	21	35
1	33	22	41	28	76	71	8	87	84
3	60	33	68	38	7	41	77	87	38
98	3	43	74	68	11	20	17	81	62
37	16	54	60	30	96	17	69	91	40
8	76	13	100	96	81	68	7	71	77
100	13	40	58	90	6	44	39	15	9
59	23	100	70	57	38	24	32	18	56
27	64	17	36	9	75	76	20	37	4
85	16	46	77	62	28	63	28	76	79
37	46	46	14	38	25	94	70	87	46
64	86	15	33	32	35	57	32	66	22
46	63	38	24	70	93	58	12	53	93
6	7	7	9	82	56	39	91	91	23
77	84	52	46	77	51	66	18	89	24
97	75	96	55	13	60	26	67	74	4
40	82	3	16	6	3	14	45	29	91
91	15	36	94	90	56	63	71	98	57
52	21	17	35	64	48	53	88	86	34
73	27	24	4	37	10	100	69	88	95
20	81	74	84	84	21	44	70	71	16
1	94	84	11	72	15	13	73	21	70
21	52	100	96	99	24	52	93	16	42
79	80	80	91	71	22	15	34	43	44
57	73	2	63	23	77	68	79	80	14
92	94	20	81	32	45	79	9	98	86
83	25	40	2	43	43	83	95	65	38
17	60	58	89	36	86	22	97	65	27
89	18	60	82	54	90	35	36	78	26
79	18	61	64	45	29	5	25	29	37
72	56	8	66	100	65	75	39	81	100
91	27	63	5	90	59	54	6	8	45
77	18	79	78	11	88	81	87	69	9
79	57	34	96	40	79	2	92	36	54
80	53	88	17	81	74	15	70	53	47
68	27	37	76	11	4	10	98	13	96
96	18	63	23	87	45	63	32	47	55
20	22	31	28	41	4	1	66	95	27
5	41	44	19	51	58	46	67	2	65
66	44	44	95	93	10	42	17	27	90
23	66	45	51	10	38	84	95	67	35
75	38	52	15	6	20	27	97	3	97
13	80	46	29	70	61	87	87	90	25
24	100	22	46	53	90	71	24	53	55
83	80	60	72	49	30	71	80	7	22
58	74	93	87	71	44	6	43	35	43
83	17	62	15	86	90	23	33	1	92
41	80	94	67	88	72	51	25	12	33
92	16	44	33	33	33	60	14	34	70
67	93	77	21	31	59	17	64	25	48
56	64	63	38	89	4	94	79	100	79
81	6	89	2	38	21	92	85	42	54
78	10	16	37	45	1	96	91	20	6
28	26	12	69	67	98	89	52	10	37
57	18	87	75	64	59	97	28	81	90
39	47	48	10	21	54	2	25	64	44
42	68	99	44	98	37	32	9	70	13
37	48	82	92	44	17	47	33	83	34
2	55	87	77	60	61	50	91	27	15
28	55	50	76	45	23	100	49	69	35
98	51	26	90	54	100	12	95	13	26
99	81	47	60	29	63	23	39	72	4
64	80	13	47	28	87	14	47	31	99
5	21	49	87	73	69	41	61	73	96
57	74	51	61	78	71	70	91	4	24
29	6	24	98	6	74	45	81	76	75
97	23	63	35	31	5	75	16	51	13
20	77	48	16	5	86	8	30	65	83
11	66	95	60	83	97	99	17	19	91
10	5	50	92	26	6	20	91	65	11
62	17	85	100	85	33	43	9	28	35
54	26	89	7	54	19	43	49	3	58
1	61	68	32	84	78	26	74	32	6
54	39	34	50	53	36	73	54	85	58
96	25	93	16	35	36	84	100	8	72
66	10	75	82	67	51	27	35	64	40
92	35	19	43	91	92	8	2	36	89
45	48	76	15	42	39	36	34	69	72
73	80	61	94	27	98	28	58	13	51
38	90	39	69	96	73	78	82	66	48
28	24	17	64	36	56	49	12	73	76
4	82	44	84	18	27	37	46	94	6
92	8	9	33	32	37	36	72	65	94
70	24	47	31	89	75	17	3	69	82
49	8	57	42	69	100	86	40	23	69
14	89	23	9	48	51	36	71	56	95
67	92	84	63	54	100	80	45	52	87
40	25	94	79	55	45	42	63	50	50
24	18	36	61	47	34	100	17	49	61
22	27	84	43	2	95	8	83	25	26
16	35	11	90	71	36	39	68	11	13
49	70	44	82	62	57	5	57	66	29
47	46	18	83	26	7	51	3	93	96
61	36	86	30	33	83	30	79	9	41
77	79	74	62	90	14	9	25	45	77
60	73	73	87	69	35	46	39	87	74
86	24	10	7	1	97	54	35	100	9
25	97	74	5	68	30	25	62	3	76
55	1	3	76	53	98	79	75	93	70
60	26	44	21	62	39	26	58	19	51
60	44	17	25	21	75	53	91	1	84
2	38	63	83	5	55	26	72	34	67
44	44	10	3	84	13	53	3	93	46
46	87	43	66	97	95	26	3	37	85
12	6	46	28	69	82	44	72	95	49
47	56	100	15	98	5	13	58	37	40
95	20	30	43	93	93	71	16	91	95
6	25	84	94	35	76	57	30	80	69
25	49	64	98	90	25	63	7	34	73
58	55	94	24	81	61	100	9	19	70
65	61	33	16	8	80	13	29	16	64
12	9	56	88	6	91	74	18	92	48
35	51	16	11	85	68	84	68	19	25
39	47	74	65	100	82	30	28	84	63
64	84	78	84	18	31	81	50	38	56
96	8	27	47	65	1	60	67	40	42
85	99	58	69	2	89	95	7	38	95
67	32	41	7	50	59	27	12	26	42
64	59	75	81	15	93	92	26	21	12
12	34	37	85	30	23	28	66	9	71
48	26	4	100	69	82	91	13	86	44
87	85	93	90	24	31	92	75	81	4
13	7	58	15	88	41	48	57	42	78
96	63	48	67	11	95	16	1	5	32
57	17	59	64	48	24	95	83	79	65
6	71	17	71	69	41	60	83	77	89
97	47	7	12	42	68	40	40	19	43
72	44	31	18	52	34	74	87	97	11
57	38	2	1	65	31	19	52	60	42
57	18	45	38	74	56	19	4	79	40
90	88	63	93	33	77	23	67	72	82
24	83	37	53	44	19	36	85	69	2
50	69	84	90	48	40	99	29	50	43
16	56	37	59	57	98	78	63	33	14
5	52	77	89	35	94	77	16	70	25
11	80	44	48	87	81	50	15	81	75
65	6	29	63	20	57	63	30	52	72
26	5	90	62	100	56	71	24	89	10
36	70	80	51	38	34	43	23	71	92
23	83	67	18	98	14	13	98	2	87
90	40	11	17	4	73	99	79	19	27
54	63	56	82	100	43	74	69	98	53
98	82	66	63	12	9	56	27	41	86
18	100	27	43	51	85	31	22	69	74
46	55	85	27	17	36	20	52	42	56
17	78	2	7	36	14	36	93	57	75
9	26	63	56	100	19	95	92	90	35
10	86	61	60	26	34	76	23	21	39
81	8	86	6	31	21	89	20	9	9
89	89	48	74	81	23	29	42	25	65
68	66	81	92	62	33	99	15	73	82
54	89	57	34	16	79	81	40	40	13
56	37	14	86	46	41	89	47	9	69
37	88	58	29	54	46	59	34	32	23
38	41	58	31	22	36	54	30	66	31
5	73	80	59	2	99	100	67	20	99
6	17	28	34	16	67	15	67	32	36
30	52	59	95	88	78	86	54	85	59
12	1	53	100	59	96	1	63	27	97
88	85	74	79	58	27	95	93	98	18
41	67	12	60	63	57	30	86	42	1
2	41	53	54	29	68	95	99	29	67
84	12	76	89	92	77	42	27	29	58
18	86	44	55	66	73	71	46	97	75
33	6	59	35	67	22	40	28	56	6
57	27	82	14	27	1	10	35	15	66
20	90	82	75	47	74	32	10	34	58
95	77	77	10	46	3	52	63	19	31
90	26	42	21	64	74	61	87	72	56
77	40	17	66	42	55	54	19	19	79
97	57	9	66	71	99	11	89	72	14
39	41	34	44	81	64	90	98	70	5
6	6	81	91	64	15	99	41	85	29
45	81	19	21	68	74	10	98	90	65
31	98	22	75	2	41	30	59	22	71
84	53	68	3	91	5	35	20	1	90
10	14	8	77	10	83	50	74	28	7
99	10	68	69	2	81	3	72	46	57
79	48	37	42	49	6	36	28	56	43
28	14	92	20	62	98	90	22	17	55
11	97	24	1	80	28	40	1	27	10
91	64	94	38	89	49	51	61	44	88
33	48	19	70	5	97	38	23	62	19
39	48	50	66	54	80	92	23	34	87
85	15	22	58	82	81	71	75	27	51
2	50	5	80	92	89	53	67	72	52
10	8	32	92	66	69	46	76	97	47
94	23	45	47	89	86	23	99	91	97
58	28	19	34	69	73	25	99	19	83
71	63	66	20	5	47	5	51	74	82
94	33	27	81	10	9	94	27	50	98
10	59	38	25	20	13	72	5	5	98
57	97	56	65	49	45	86	91	91	96
73	58	100	57	85	46	75	5	41	25
38	55	79	47	5	24	27	22	95	46
66	72	35	69	8	80	37	70	22	12
22	6	29	67	32	17	79	45	7	1
42	62	7	10	73	36	84	36	17	66
26	91	93	37	8	69	58	68	38	2
29	37	8	32	4	28	16	2	73	5
27	80	93	83	61	30	33	100	69	46
4	84	18	64	99	38	36	33	94	47
23	30	13	41	98	19	2	43	51	78
45	99	8	29	39	75	15	65	39	13
18	30	79	38	39	1	74	21	33	94
98	91	72	93	76	70	66	69	43	31
53	16	84	76	68	93	41	49	64	38
45	86	51	38	54	98	53	33	38	79
20	43	64	57	14	32	10	8	86	63
98	28	47	53	18	54	51	35	44	34
36	61	1	91	7	30	67	40	56	26
62	53	39	28	46	17	43	60	84	8
11	5	44	9	22	76	92	72	65	29
82	17	8	48	74	33	35	41	94	73
27	32	62	16	91	13	92	50	17	34
72	10	1	95	16	75	35	36	56	41
66	66	67	56	13	36	6	74	65	10
91	52	91	21	91	82	80	76	38	3
62	8	74	64	2	33	95	87	70	17
30	84	92	68	72	37	40	5	61	21
80	23	42	55	36	42	30	17	21	77
87	14	54	22	18	17	94	97	3	64
31	55	24	19	18	8	64	58	52	35
52	50	27	36	100	22	17	96	10	49
62	44	75	18	6	48	81	31	74	89
78	59	16	31	90	20	47	7	41	4
68	30	55	25	88	69	70	24	23	12
52	32	54	46	31	93	41	31	29	85
1	19	20	62	100	87	42	25	95	83
75	32	74	71	32	36	38	39	69	61
15	45	24	52	6	85	38	16	14	63
82	18	57	33	36	42	31	18	97	69
65	16	16	72	90	49	91	84	69	53
19	23	28	7	67	76	5	49	49	61
53	87	3	22	78	48	46	93	37	94
67	75	6	72	32	31	74	84	27	56
26	86	74	79	13	7	33	5	79	84
65	79	1	78	36	73	62	67	94	64
40	15	9	5	100	43	36	100	51	78
73	14	20	31	6	20	58	78	8	24
64	87	53	77	82	23	17	39	75	53
79	45	97	49	26	59	23	37	66	80
8	75	99	72	52	48	96	7	76	5
56	48	39	30	49	12	18	3	74	83
41	62	22	13	52	88	44	79	98	89
66	87	69	42	5	68	11	34	71	32
38	54	10	39	84	98	8	25	78	75
24	29	84	56	31	12	99	3	57	35
39	69	95	3	87	83	92	39	57	15
100	45	21	42	72	85	13	80	19	52
54	86	65	61	47	60	10	42	52	89
71	4	27	34	71	7	99	94	22	98
43	57	46	35	98	83	68	79	53	63
21	39	82	100	30	90	48	46	51	45
95	9	26	87	48	17	65	17	21	82
23	81	23	3	20	79	27	3	65	59
28	51	71	46	62	16	41	75	43	94
54	65	38	94	94	68	72	71	65	69
33	5	47	12	60	8	5	52	73	5
89	29	77	24	26	22	67	29	87	78
82	42	80	43	98	99	61	82	34	27
21	23	53	74	11	26	90	39	2	23
80	67	5	78	98	36	74	27	47	49
34	1	57	44	80	31	87	69	61	37
80	6	85	28	42	27	28	4	38	36
45	7	90	58	89	25	76	22	47	9
7	42	64	14	47	57	59	74	22	86
12	27	61	94	67	80	22	80	5	67
70	76	53	98	79	44	6	82	62	79
20	16	92	96	7	33	62	16	64	39
22	83	69	8	16	71	58	82	24	40
91	76	15	42	44	78	62	65	99	95
96	29	42	30	80	72	78	34	21	23
23	89	98	19	40	11	33	68	10	70
19	54	85	36	25	60	7	48	34	56
51	3	61	59	70	9	97	4	77	43
63	88	27	94	2	42	52	100	61	60
62	70	83	17	32	73	30	32	61	27
69	6	16	74	62	5	6	49	26	7
81	1	47	26	20	94	49	37	92	40
58	7	4	79	53	96	22	43	21	21
22	40	72	80	41	55	67	19	48	9
32	38	86	41	24	72	12	19	44	56
19	47	78	43	80	3	64	60	45	99
55	85	44	23	47	64	45	69	28	60
86	69	50	49	18	36	42	31	8	28
50	73	69	66	21	16	96	87	99	93
70	1	92	88	89	2	97	42	33	20
23	21	48	80	91	65	27	35	34	59
22	10	10	83	53	70	27	76	33	7
8	10	43	96	29	28	9	41	45	7
45	37	75	64	10	20	20	34	38	70
84	77	77	47	39	97	16	45	22	56
36	35	29	35	29	43	78	89	41	1
24	95	55	44	83	100	17	53	16	96
71	14	44	32	96	2	12	87	36	9
84	64	26	100	29	53	58	80	62	38
23	38	99	50	94	9	44	84	76	5
18	71	2	65	38	66	74	80	14	84
17	94	49	87	53	31	79	55	73	46
62	95	34	88	71	13	9	69	65	86
25	87	20	72	51	57	58	63	89	70
30	40	42	78	39	49	6	30	13	44
69	78	100	36	22	40	82	30	79	88
62	83	49	62	100	27	100	47	62	91
97	14	9	46	10	75	43	45	68	85
17	100	24	72	57	98	4	58	53	33
31	97	65	34	51	58	75	83	27	20
25	68	88	80	98	90	89	48	89	31
68	48	99	85	36	31	34	82	33	13
27	3	26	50	88	19	89	7	37	86
52	87	57	54	89	85	97	96	10	60
21	30	81	82	55	69	65	13	70	92
23	86	63	16	87	47	43	2	46	73
67	2	40	37	10	79	28	69	98	99
53	76	28	23	56	99	68	65	25	1
47	59	86	55	42	15	55	23	79	46
35	20	99	99	90	5	13	40	75	16
35	67	2	30	14	52	96	60	55	32
80	39	95	87	59	63	27	72	45	53
19	42	51	8	7	53	1	72	27	56
49	95	10	95	78	80	51	2	58	15
30	14	58	64	57	76	51	12	28	80
79	48	31	57	73	48	88	72	11	47
5	17	92	57	39	94	71	43	53	54
13	92	74	2	62	37	92	73	1	37
31	68	74	46	19	67	54	28	9	52
84	18	72	25	35	46	41	18	40	5
42	11	79	40	41	100	73	28	70	54
49	6	37	19	52	82	99	78	13	79
47	59	63	69	91	78	99	14	37	73
3	77	42	78	52	87	39	52	12	3
85	86	67	1	90	6	6	90	79	43
5	10	15	19	78	18	60	55	66	19
61	15	15	28	71	76	45	66	64	67
4	39	83	78	24	98	53	13	83	80
99	38	97	10	49	96	91	7	37	42
3	94	88	7	86	39	82	90	21	37
83	14	23	52	33	85	36	40	9	12
69	18	34	88	13	42	12	53	35	45
89	29	29	96	85	95	67	1	68	53
21	55	97	99	86	56	100	59	20	78
67	62	68	38	48	99	63	33	60	86
55	28	91	51	63	90	95	46	42	41
32	24	34	61	19	4	39	42	70	83
33	38	3	12	58	76	86	46	37	13
91	73	80	9	48	94	71	62	44	12
41	42	33	87	37	5	63	49	89	15
29	42	3	49	21	79	85	74	70	25
17	100	37	14	86	88	41	19	51	12
